,base,cf,cont,delim,epos,extent,form,gdl,gw,id_text,id_word,label,lang,morph,norm,norm0,pos,scope,sense,state,lemma,id_line
360,saŋ-ur-saŋ,saŋursaŋ,, ,N,,saŋ-ur-saŋ,"[{'v': 'saŋ', 'id': 'P357170.78.2.0', 'delim': '-'}, {'v': 'ur', 'id': 'P357170.78.2.1', 'delim': '-'}, {'v': 'saŋ', 'id': 'P357170.78.2.2'}]",performer,niektest/P357170,P357170.78.2,r 74,sux,~,,saŋursaŋ,N,,a-cultic-performer,,saŋursaŋ[performer]N,78
361,kur-ŋar-ra,kurŋara,, ,N,,kur-ŋar-ra,"[{'v': 'kur', 'id': 'P357170.78.3.0', 'delim': '-'}, {'v': 'ŋar', 'id': 'P357170.78.3.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.78.3.2'}]",performer,niektest/P357170,P357170.78.3,r 74,sux,~,,kurŋara,N,,a-cultic-performer,,kurŋara[performer]N,78
362,ba-da-ra,badara,, ,N,,ba-da-ra,"[{'v': 'ba', 'id': 'P357170.78.4.0', 'delim': '-'}, {'v': 'da', 'id': 'P357170.78.4.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.78.4.2'}]",dagger,niektest/P357170,P357170.78.4,r 74,sux,~,,badara,N,,dagger-weapon,,badara[dagger]N,78
363,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.78.5.0'}]",hand,niektest/P357170,P357170.78.5,r 74,sux,~,,šu,N,,hand,,šu[hand]N,78
364,du₈,du,, ,V/t,,du₈,"[{'v': 'du₈', 'id': 'P357170.78.6.0'}]",spread,niektest/P357170,P357170.78.6,r 74,sux,~,,du,V/t,,spread,,du[spread]V/t,78
365,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.78.7.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.78.7.0'}]",,niektest/P357170,P357170.78.7,r 74,sux,,,,u,,,,x[NA]NA,78
366,hi-li,hili,, ,N,,hi-li,"[{'v': 'hi', 'id': 'P357170.79.1.0', 'delim': '-'}, {'v': 'li', 'id': 'P357170.79.1.1'}]",attractiveness,niektest/P357170,P357170.79.1,r 75,sux,~,,hili,N,,attractiveness-sex-appeal,,hili[attractiveness]N,79
367,ma-az,maz,-za=z.a, ,V/t,,ma-az-za,"[{'v': 'ma', 'id': 'P357170.79.2.0', 'delim': '-'}, {'v': 'az', 'id': 'P357170.79.2.1', 'delim': '-'}, {'v': 'za', 'id': 'P357170.79.2.2'}]",swell,niektest/P357170,P357170.79.2,r 75,sux,~;a,,maz;a,V/t,,to-swell-rejoice,,maz[swell]V/t,79
368,sun₇-na,sun,-na=n.a, ,V/i,,sun₇-na,"[{'v': 'sun₇', 'id': 'P357170.79.3.0', 'delim': '-'}, {'v': 'na', 'id': 'P357170.79.3.1'}]",haughty,niektest/P357170,P357170.79.3,r 75,sux,~,,sun,V/i,,haughty,,sun[haughty]V/i,79
369,,,, ,,,$AB,"[{'s': 'AB', 'id': 'P357170.79.4.0', 'role': 'sign'}]",,niektest/P357170,P357170.79.4,r 75,sux,,,,u,,,,$AB[NA]NA,79
370,,,, ,,,$ZI,"[{'s': 'ZI', 'id': 'P357170.79.5.0', 'role': 'sign'}]",,niektest/P357170,P357170.79.5,r 75,sux,,,,u,,,,$ZI[NA]NA,79
371,,,, ,,,$AK,"[{'s': 'AK', 'id': 'P357170.79.6.0', 'role': 'sign'}]",,niektest/P357170,P357170.79.6,r 75,sux,,,,u,,,,$AK[NA]NA,79
372,,,, ,,,sul-la,"[{'v': 'sul', 'id': 'P357170.79.7.0', 'delim': '-'}, {'v': 'la', 'id': 'P357170.79.7.1'}]",,niektest/P357170,P357170.79.7,r 75,sux,,,,X,,,,sul-la[NA]NA,79
373,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.79.8.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.79.8.0'}]",,niektest/P357170,P357170.79.8,r 75,sux,,,,u,,,,x[NA]NA,79
374,ki-nud,kinud,, ,N,,ki-nud,"[{'v': 'ki', 'id': 'P357170.80.1.0', 'delim': '-'}, {'v': 'nud', 'id': 'P357170.80.1.1'}]",bedroom,niektest/P357170,P357170.80.1,r 76,sux,~,,kinud,N,,bedroom,,kinud[bedroom]N,80
375,u₄-sakar,usakar,, ,N,,u₄-sakar-zu,"[{'v': 'u₄', 'id': 'P357170.80.2.0', 'delim': '-'}, {'v': 'sakar', 'id': 'P357170.80.2.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.80.2.2'}]",moon,niektest/P357170,P357170.80.2,r 76,sux,"~,zu",,"usakar,zu",N,,crescent-moon,,usakar[moon]N,80
376,saŋ,saŋ,, ,N,,saŋ,"[{'v': 'saŋ', 'id': 'P357170.80.3.0'}]",head,niektest/P357170,P357170.80.3,r 76,sux,~,,saŋ,N,,head,,saŋ[head]N,80
377,us₂,us,-sa=s.a, ,V/t,,li-bi₂-in-us₂-sa-zu,"[{'v': 'li', 'id': 'P357170.80.4.0', 'delim': '-'}, {'v': 'bi₂', 'id': 'P357170.80.4.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.80.4.2', 'delim': '-'}, {'v': 'us₂', 'id': 'P357170.80.4.3', 'delim': '-'}, {'v': 'sa', 'id': 'P357170.80.4.4', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.80.4.5'}]",follow,niektest/P357170,P357170.80.4,r 76,sux,"nu.ba.V.n:~;a,zu",,"nu.ba.V.n:us;a,zu",V/t,,follow,,us[follow]V/t,80
378,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.80.5.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.80.5.0'}]",,niektest/P357170,P357170.80.5,r 76,sux,,,,u,,,,x[NA]NA,80
379,a,aya,, ,N,,a,"[{'v': 'a', 'id': 'P357170.81.1.0'}]",cry,niektest/P357170,P357170.81.1,r 77,sux,~,,aya,N,,cry,,aya[cry]N,81
380,šag₄,šag,, ,N,,šag₄-zu,"[{'v': 'šag₄', 'id': 'P357170.81.2.0', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.81.2.1'}]",heart,niektest/P357170,P357170.81.2,r 77,sux,"~,zu",,"šag,zu",N,,heart,,šag[heart]N,81
381,mud,mud,, ,V/i,,mud-a,"[{'v': 'mud', 'id': 'P357170.81.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.81.3.1'}]",scared,niektest/P357170,P357170.81.3,r 77,sux,~;a,,mud;a,V/i,,scared,,mud[scared]V/i,81
382,mir,mir,, ,V/i,,mir,"[{'v': 'mir', 'id': 'P357170.81.4.0'}]",angry,niektest/P357170,P357170.81.4,r 77,sux,~,,mir,V/i,,(to-be)-angry,,mir[angry]V/i,81
383,kuš₂,kušu,, ,V/i,,nu-kuš₂,"[{'v': 'nu', 'id': 'P357170.81.5.0', 'delim': '-'}, {'v': 'kuš₂', 'id': 'P357170.81.5.1'}]",tired,niektest/P357170,P357170.81.5,r 77,sux,nu:~,,nu:kušu,V/i,,(to-be)-tired,,kušu[tired]V/i,81
384,šu,šu,, ,N,,šu-ni,"[{'v': 'šu', 'id': 'P357170.81.6.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.81.6.1'}]",hand,niektest/P357170,P357170.81.6,r 77,sux,"~,ani",,"šu,ani",N,,hand,,šu[hand]N,81
385,,,,,,,la-ba-x,"[{'v': 'la', 'id': 'P357170.81.7.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.81.7.1', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.81.7.2', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.81.7.2'}]",,niektest/P357170,P357170.81.7,r 77,sux,,,,u,,,,la-ba-x[NA]NA,81
386,lu₂-lul₇,lulu,, ,N,,lu₂-lu₇-ba,"[{'v': 'lu₂', 'id': 'P357170.82.1.0', 'delim': '-'}, {'v': 'lu₇', 'id': 'P357170.82.1.1', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.82.1.2'}]",man,niektest/P357170,P357170.82.1,r 78,sux,"~,bi.a",,"lulu,bi.a",N,,man,,lulu[man]N,82
387,nin,nin,, ,N,,nin,"[{'v': 'nin', 'id': 'P357170.82.2.0'}]",lady,niektest/P357170,P357170.82.2,r 78,sux,~,,nin,N,,lady,,nin[lady]N,82
388,diŋir,diŋir,-re=r+e, ,N,,diŋir-re-e-ne,"[{'v': 'diŋir', 'id': 'P357170.82.3.0', 'delim': '-'}, {'v': 're', 'id': 'P357170.82.3.1', 'delim': '-'}, {'v': 'e', 'id': 'P357170.82.3.2', 'delim': '-'}, {'v': 'ne', 'id': 'P357170.82.3.3'}]",deity,niektest/P357170,P357170.82.3,r 78,sux,"~,ene",,"diŋir,ene",N,,deity,,diŋir[deity]N,82
389,kurun₂,kurun,, ,N,,kurun₂-gin₇,"[{'v': 'kurun₂', 'id': 'P357170.82.4.0', 'delim': '-'}, {'v': 'gin₇', 'id': 'P357170.82.4.1'}]",beer,niektest/P357170,P357170.82.4,r 78,sux,"~,gin",,"kurun,gin",N,,beer,,kurun[beer]N,82
390,de₂,de,,,V/t,,mu-un-de₂,"[{'v': 'mu', 'id': 'P357170.82.5.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.82.5.1', 'delim': '-'}, {'v': 'de₂', 'id': 'P357170.82.5.2', 'break': 'damaged', 'queried': '1', 'ho': '1', 'hc': '1'}]",pour,niektest/P357170,P357170.82.5,r 78,sux,mu.n:~,,mu.n:de,V/t,,to-pour,,de[pour]V/t,82
391,ama,ama,, ,N,,ama,"[{'v': 'ama', 'id': 'P357170.83.1.0'}]",mother,niektest/P357170,P357170.83.1,r 79,sux,~,,ama,N,,mother,,ama[mother]N,83
392,{d}inana,Inanak,, ,DN,,{d}inana,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.83.2.0'}]}, {'v': 'inana', 'id': 'P357170.83.2.1'}]",1,niektest/P357170,P357170.83.2,r 79,sux,~,,Inanak,DN,,1,,Inanak[1]DN,83
393,gilim-gilim,gilim,-ma=m.a, ,V/t,,gilim-gilim-ma,"[{'v': 'gilim', 'id': 'P357170.83.3.0', 'delim': '-'}, {'v': 'gilim', 'id': 'P357170.83.3.1', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.83.3.2'}]",cross,niektest/P357170,P357170.83.3,r 79,sux,~;a,,gilim;a,V/t,,cross,,gilim[cross]V/t,83
394,diŋir,diŋir,-re=r+e, ,N,,diŋir-re-e-ne,"[{'v': 'diŋir', 'id': 'P357170.83.4.0', 'delim': '-'}, {'v': 're', 'id': 'P357170.83.4.1', 'delim': '-'}, {'v': 'e', 'id': 'P357170.83.4.2', 'delim': '-'}, {'v': 'ne', 'id': 'P357170.83.4.3'}]",deity,niektest/P357170,P357170.83.4,r 79,sux,"~,ene",,"diŋir,ene",N,,deity,,diŋir[deity]N,83
395,hul,hulu,, ,V/i,,hul,"[{'v': 'hul', 'id': 'P357170.83.5.0'}]",bad,niektest/P357170,P357170.83.5,r 79,sux,~,,hulu,V/i,,(to-be)-bad-evil,,hulu[bad]V/i,83
396,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.83.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.83.6.0'}]",,niektest/P357170,P357170.83.6,r 79,sux,,,,u,,,,x[NA]NA,83
397,šag₄-tur₃,šagtur,, ,N,,šag₄-tur₃-ra-na,"[{'v': 'šag₄', 'id': 'P357170.84.1.0', 'delim': '-'}, {'v': 'tur₃', 'id': 'P357170.84.1.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.84.1.2', 'delim': '-'}, {'v': 'na', 'id': 'P357170.84.1.3'}]",womb,niektest/P357170,P357170.84.1,r 80,sux,"~,ani,",,"šagtur,ani,",N,,womb,,šagtur[womb]N,84
398,ŋiri₃,ŋiri,, ,N,,ŋiri₃,"[{'v': 'ŋiri₃', 'id': 'P357170.84.2.0'}]",foot,niektest/P357170,P357170.84.2,r 80,sux,~,,ŋiri,N,,foot,,ŋiri[foot]N,84
399,ze₂-er-ze-er,zir,, ,V/t,,mu-ne-ze₂-er-ze-er,"[{'v': 'mu', 'id': 'P357170.84.3.0', 'delim': '-'}, {'v': 'ne', 'id': 'P357170.84.3.1', 'delim': '-'}, {'v': 'ze₂', 'id': 'P357170.84.3.2', 'delim': '-'}, {'v': 'er', 'id': 'P357170.84.3.3', 'delim': '-'}, {'v': 'ze', 'id': 'P357170.84.3.4', 'delim': '-'}, {'v': 'er', 'id': 'P357170.84.3.5'}]",break,niektest/P357170,P357170.84.3,r 80,sux,mu.na.e:~,,mu.na.e:zir,V/t,,break,,zir[break]V/t,84
400,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.84.4.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.84.4.0'}]",,niektest/P357170,P357170.84.4,r 80,sux,,,,u,,,,x[NA]NA,84
401,umuš,umuš,, ,N,,umuš-a-ni,"[{'v': 'umuš', 'id': 'P357170.85.1.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.85.1.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.85.1.2'}]",planning,niektest/P357170,P357170.85.1,r 81,sux,"~,ani",,"umuš,ani",N,,planning,,umuš[planning]N,85
402,sug,sug,-ge₄=g.e, ,N,,sug-ge₄,"[{'v': 'sug', 'id': 'P357170.85.2.0', 'delim': '-'}, {'v': 'ge₄', 'id': 'P357170.85.2.1'}]",marsh,niektest/P357170,P357170.85.2,r 81,sux,"~,eL",,"sug,eL",N,,reed-bed-marsh,,sug[marsh]N,85
403,gu₇,gu,, ,V/t,,im-mi-gu₇,"[{'v': 'im', 'id': 'P357170.85.3.0', 'delim': '-'}, {'v': 'mi', 'id': 'P357170.85.3.1', 'delim': '-'}, {'v': 'gu₇', 'id': 'P357170.85.3.2'}]",eat,niektest/P357170,P357170.85.3,r 81,sux,Vmma.i:~,,Vmma.i:gu,V/t,,to-eat-consume,,gu[eat]V/t,85
404,ŋalga,ŋalga,, ,N,,ŋalga-ni,"[{'v': 'ŋalga', 'id': 'P357170.85.4.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.85.4.1'}]",forethought,niektest/P357170,P357170.85.4,r 81,sux,"~,ani",,"ŋalga,ani",N,,instruction-advice,,ŋalga[forethought]N,85
405,,,, ,,,x,"[{'v': 'x', 'id': 'P357170.85.5.0'}]",,niektest/P357170,P357170.85.5,r 81,sux,,,,u,,,,x[NA]NA,85
406,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.85.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.85.6.0'}]",,niektest/P357170,P357170.85.6,r 81,sux,,,,u,,,,x[NA]NA,85
407,šag₄,šag,, ,N,,šag₄,"[{'v': 'šag₄', 'id': 'P357170.86.1.0'}]",heart,niektest/P357170,P357170.86.1,r 82,sux,~,,šag,N,,heart,,šag[heart]N,86
408,sag₃,sag,, ,V/t,,sag₃,"[{'v': 'sag₃', 'id': 'P357170.86.2.0'}]",beat,niektest/P357170,P357170.86.2,r 82,sux,~,,sag,V/t,,beat,,sag[beat]V/t,86
409,a-nir,anir,-ra=r.a, ,N,,a-nir-ra,"[{'v': 'a', 'id': 'P357170.86.3.0', 'delim': '-'}, {'v': 'nir', 'id': 'P357170.86.3.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.86.3.2'}]",lament,niektest/P357170,P357170.86.3,r 82,sux,"~,ak",,"anir,ak",N,,lament,,anir[lament]N,86
410,gur₄-gur₄,gur,, ,V/i,,u₃-mu-un-gur₄-gur₄,"[{'v': 'u₃', 'id': 'P357170.86.4.0', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.86.4.1', 'delim': '-'}, {'v': 'un', 'id': 'P357170.86.4.2', 'delim': '-'}, {'v': 'gur₄', 'id': 'P357170.86.4.3', 'delim': '-'}, {'v': 'gur₄', 'id': 'P357170.86.4.4'}]",turn,niektest/P357170,P357170.86.4,r 82,sux,u.mu.n:~,,u.mu.n:gur,V/i,,(to)-roll-over,,gur[turn]V/i,86
411,nam-tar,namtar,, ,N,,nam-tar,"[{'v': 'nam', 'id': 'P357170.86.5.0', 'delim': '-'}, {'v': 'tar', 'id': 'P357170.86.5.1'}]",fate,niektest/P357170,P357170.86.5,r 82,sux,~,,namtar,N,,fate-destiny,,namtar[fate]N,86
412,,,,,,,u₃-x,"[{'v': 'u₃', 'id': 'P357170.86.6.0', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.86.6.1', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.86.6.1'}]",,niektest/P357170,P357170.86.6,r 82,sux,,,,u,,,,u₃-x[NA]NA,86
413,šag₄,šag,, ,N,,šag₄,"[{'v': 'šag₄', 'id': 'P357170.87.1.0'}]",heart,niektest/P357170,P357170.87.1,r 83,sux,~,,šag,N,,heart,,šag[heart]N,87
414,ni₂,ni,, ,N,,ni₂,"[{'v': 'ni₂', 'id': 'P357170.87.2.0'}]",fear,niektest/P357170,P357170.87.2,r 83,sux,~,,ni,N,,fear,,ni[fear]N,87
415,teŋ₄,teŋ,, ,V/t,,teŋ₄,"[{'v': 'teŋ₄', 'id': 'P357170.87.3.0'}]",approach,niektest/P357170,P357170.87.3,r 83,sux,~,,teŋ,V/i,,to-approach,,teŋ[approach]V/i,87
416,sig₇-sig₇,sig,, ,V/i,,sig₇-sig₇,"[{'v': 'sig₇', 'id': 'P357170.87.4.0', 'delim': '-'}, {'v': 'sig₇', 'id': 'P357170.87.4.1'}]",sob,niektest/P357170,P357170.87.4,r 83,sux,~,,sig,V/i,,to-sob,,sig[sob]V/i,87
417,er₂,er,, ,N,,er₂,"[{'v': 'er₂', 'id': 'P357170.87.5.0'}]",tears,niektest/P357170,P357170.87.5,r 83,sux,~,,er,N,,tears,,er[tears]N,87
418,gig,gig,-ga=g.a, ,V/i,,gig-ga,"[{'v': 'gig', 'id': 'P357170.87.6.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.87.6.1'}]",sick,niektest/P357170,P357170.87.6,r 83,sux,~;a,,gig;a,V/i,,sick,,gig[sick]V/i,87
419,še-ša₄,šeša,, ,V/i,,še-ša₄,"[{'v': 'še', 'id': 'P357170.87.7.0', 'delim': '-'}, {'v': 'ša₄', 'id': 'P357170.87.7.1'}]",moan,niektest/P357170,P357170.87.7,r 83,sux,~,,šeša,V/i,,moan,,šeša[moan]V/i,87
420,,,,,,,mu-un-x,"[{'v': 'mu', 'id': 'P357170.87.8.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.87.8.1', 'break': 'damaged', 'ho': '1', 'delim': '-', 'hc': '1'}, {'x': 'ellipsis', 'id': 'P357170.87.8.2', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.87.8.2'}]",,niektest/P357170,P357170.87.8,r 83,sux,,,,u,,,,mu-un-x[NA]NA,87
421,dam,dam,, ,N,,dam,"[{'v': 'dam', 'id': 'P357170.88.1.0'}]",spouse,niektest/P357170,P357170.88.1,r 84,sux,~,,dam,N,,spouse,,dam[spouse]N,88
422,kur₂,kur,, ,V/t,,mu-un-de₃-kur₂,"[{'v': 'mu', 'id': 'P357170.88.2.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.88.2.1', 'delim': '-'}, {'v': 'de₃', 'id': 'P357170.88.2.2', 'delim': '-'}, {'v': 'kur₂', 'id': 'P357170.88.2.3'}]",different,niektest/P357170,P357170.88.2,r 84,sux,mu.n.da.e:~,,mu.n.da.e:kur,V/i,,(to)-alienate,,kur[different]V/i,88
423,dumu,dumu,, ,N,,dumu,"[{'v': 'dumu', 'id': 'P357170.88.3.0'}]",child,niektest/P357170,P357170.88.3,r 84,sux,~,,dumu,N,,child,,dumu[child]N,88
424,bala,bala,, ,V/t,,mu-un-de₃-bala,"[{'v': 'mu', 'id': 'P357170.88.4.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.88.4.1', 'delim': '-'}, {'v': 'de₃', 'id': 'P357170.88.4.2', 'delim': '-'}, {'v': 'bala', 'id': 'P357170.88.4.3'}]",turn,niektest/P357170,P357170.88.4,r 84,sux,mu.n.da.e:~,,mu.n.da.e:bala,V/t,,turn,,bala[turn]V/t,88
425,,,, ,,,su-x,"[{'v': 'su', 'id': 'P357170.88.5.0', 'delim': '-'}, {'v': 'x', 'id': 'P357170.88.5.1'}]",,niektest/P357170,P357170.88.5,r 84,sux,,,,u,,,,su-x[NA]NA,88
426,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.88.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.88.6.0'}]",,niektest/P357170,P357170.88.6,r 84,sux,,,,u,,,,x[NA]NA,88
427,lu₂,lu,, ,N,,lu₂-ba,"[{'v': 'lu₂', 'id': 'P357170.89.1.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.89.1.1'}]",person,niektest/P357170,P357170.89.1,r 85,sux,"~,bi.a",,"lu,bi.a",N,,person,,lu[person]N,89
428,dug₄,dug,, ,V/t,,dug₄-ga-ni,"[{'v': 'dug₄', 'id': 'P357170.89.2.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.89.2.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.89.2.2'}]",speak,niektest/P357170,P357170.89.2,r 85,sux,"~;a,ani",,"dug;a,ani",V/t,,to-speak-talk-say,,dug[speak]V/t,89
429,,,, ,,,x,"[{'v': 'x', 'id': 'P357170.89.3.0'}]",,niektest/P357170,P357170.89.3,r 85,sux,,,,u,,,,x[NA]NA,89
430,,,, ,,,x,"[{'x': 'ellipsis', 'id': 'P357170.89.4.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.89.4.0'}]",,niektest/P357170,P357170.89.4,r 85,sux,,,,u,,,,x[NA]NA,89
431,,,, ,,,x,"[{'v': 'x', 'id': 'P357170.89.5.0'}]",,niektest/P357170,P357170.89.5,r 85,sux,,,,u,,,,x[NA]NA,89
432,ŋeškim,ŋeškim,, ,N,,ŋeškim-ma,"[{'v': 'ŋeškim', 'id': 'P357170.89.6.0', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.89.6.1'}]",sign,niektest/P357170,P357170.89.6,r 85,sux,"~,a",,"ŋeškim,a",N,,sign,,ŋeškim[sign]N,89
433,,,, ,,,x,"[{'v': 'x', 'id': 'P357170.89.7.0'}]",,niektest/P357170,P357170.89.7,r 85,sux,,,,u,,,,x[NA]NA,89
434,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.89.8.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.89.8.0'}]",,niektest/P357170,P357170.89.8,r 85,sux,,,,u,,,,x[NA]NA,89
435,er₂,er,, ,V/i,,er₂,"[{'v': 'er₂', 'id': 'P357170.90.1.0'}]",tears,niektest/P357170,P357170.90.1,r 86,sux,~,,er,N,,to-weep,,er[tears]N,90
436,a-nir,anir,, ,N,,a-nir,"[{'v': 'a', 'id': 'P357170.90.2.0', 'delim': '-'}, {'v': 'nir', 'id': 'P357170.90.2.1'}]",lament,niektest/P357170,P357170.90.2,r 86,sux,~,,anir,N,,lament,,anir[lament]N,90
437,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.90.3.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.90.3.0'}]",,niektest/P357170,P357170.90.3,r 86,sux,,,,u,,,,x[NA]NA,90
438,,,, ,,,x,"[{'x': 'ellipsis', 'id': 'P357170.91.1.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.91.1.0'}]",,niektest/P357170,P357170.91.1,r 87,sux,,,,u,,,,x[NA]NA,91
439,,,, ,,,$DA,"[{'s': 'DA', 'id': 'P357170.91.2.0', 'role': 'sign'}]",,niektest/P357170,P357170.91.2,r 87,sux,,,,u,,,,$DA[NA]NA,91
440,mir-mir,mir,-re=r.e, ,V/i,,mir-mir-re,"[{'v': 'mir', 'id': 'P357170.91.3.0', 'delim': '-'}, {'v': 'mir', 'id': 'P357170.91.3.1', 'delim': '-'}, {'v': 're', 'id': 'P357170.91.3.2'}]",angry,niektest/P357170,P357170.91.3,r 87,sux,~;e,,mir;e,V/i,,angry,,mir[angry]V/i,91
441,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.91.4.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.91.4.0'}]",,niektest/P357170,P357170.91.4,r 87,sux,,,,u,,,,x[NA]NA,91
442,tum₁₂{mušen},tum,, ,N,,tum₁₂{mušen}-gin₇,"[{'v': 'tum₁₂', 'id': 'P357170.92.1.0'}, {'det': 'semantic', 'pos': 'post', 'delim': '-', 'seq': [{'v': 'mušen', 'id': 'P357170.92.1.1'}]}, {'v': 'gin₇', 'id': 'P357170.92.1.2'}]",dove,niektest/P357170,P357170.92.1,r 88,sux,"~,gin",,"tum,gin",N,,wild-dove,,tum[dove]N,92
443,ab-lal₃,ablal,, ,N,,ab-lal₃-ta,"[{'v': 'ab', 'id': 'P357170.92.2.0', 'delim': '-'}, {'v': 'lal₃', 'id': 'P357170.92.2.1', 'delim': '-'}, {'v': 'ta', 'id': 'P357170.92.2.2'}]",nest,niektest/P357170,P357170.92.2,r 88,sux,"~,ta",,"ablal,ta",N,,cranny-opening,,ablal[nest]N,92
444,dal-dal,dal,, ,V/t,,ba-e-dal-dal,"[{'v': 'ba', 'id': 'P357170.92.3.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.92.3.1', 'delim': '-'}, {'v': 'dal', 'id': 'P357170.92.3.2', 'delim': '-'}, {'v': 'dal', 'id': 'P357170.92.3.3'}]",fly,niektest/P357170,P357170.92.3,r 88,sux,ba.e:~,,ba.e:dal,V/t,,fly,,dal[fly]V/t,92
445,balaŋ,balaŋ,, ,N,,balaŋ-ŋa₂,"[{'v': 'balaŋ', 'id': 'P357170.92.4.0', 'delim': '-'}, {'v': 'ŋa₂', 'id': 'P357170.92.4.1', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",instrument,niektest/P357170,P357170.92.4,r 88,sux,"~,ŋu.ak",,"balaŋ,ŋu.ak",N,,a-large-drum-or-harp,,balaŋ[instrument]N,92
446,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.92.5.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.92.5.0'}]",,niektest/P357170,P357170.92.5,r 88,sux,,,,u,,,,x[NA]NA,92
447,{kuš}usan₃,usan,, ,N,,{kuš}usan₃,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'kuš', 'id': 'P357170.93.1.0'}]}, {'v': 'usan₃', 'id': 'P357170.93.1.1'}]",whip,niektest/P357170,P357170.93.1,r 89,sux,~,,usan,N,,whip,,usan[whip]N,93
448,bar-us₂,barus,, ,N,,bar-us₂,"[{'v': 'bar', 'id': 'P357170.93.2.0', 'delim': '-'}, {'v': 'us₂', 'id': 'P357170.93.2.1'}]",goad,niektest/P357170,P357170.93.2,r 89,sux,~,,barus,N,,goad,,barus[goad]N,93
449,gig,gig,, ,V/i,,gig,"[{'v': 'gig', 'id': 'P357170.93.3.0'}]",sick,niektest/P357170,P357170.93.3,r 89,sux,~,,gig,V/i,,sick,,gig[sick]V/i,93
